scene_id,method,prompt_type,N,target_correct,target_fail,target_selection_accuracy,grasp_attempted,physical_grasp_success,physical_grasp_success_rate_attempted,correct_object_grasp_success,task_success_rate,wrong_target_prevented,wrong_target_prevented_rate,wrong_object_grasp,asked_N,asked_rate,mean_questions_all,mean_questions_asked,mean_time_s,median_time_s
scene_09,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,107.09980821609496,107.09980821609496
scene_09,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,103.5194480419159,103.5194480419159
scene_10,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,123.53248643875122,123.53248643875122
scene_10,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,60.33890223503113,60.33890223503113
scene_10,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,56.191378355026245,56.191378355026245
scene_10,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,6.227896690368652,6.227896690368652
scene_10,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,43.18414807319641,43.18414807319641
scene_10,random_candidate,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,44.14679551124573,44.14679551124573
scene_10,top_score,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,48.42441868782044,48.42441868782044
scene_10,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,51.66567802429199,51.66567802429199
scene_10,top_score,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,46.56692814826965,46.56692814826965
scene_10,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,153.45903944969177,153.45903944969177
scene_10,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,65.58049893379211,65.58049893379211
scene_10,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,114.54641246795654,114.54641246795654
scene_11,proposed_efe,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,17.38399910926819,17.38399910926819
scene_11,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,48.91261100769043,48.91261100769043
scene_11,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,51.103832960128784,51.103832960128784
scene_11,random_candidate,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,78.4690203666687,78.4690203666687
scene_11,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,51.53935241699219,51.53935241699219
scene_11,random_candidate,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,50.98367094993591,50.98367094993591
scene_11,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,4.365393400192261,4.365393400192261
scene_11,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,52.05856943130493,52.05856943130493
scene_11,top_score,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,52.1820559501648,52.1820559501648
scene_11,vlm_best_question,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.017131328582764,5.017131328582764
scene_11,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,44.86202526092529,44.86202526092529
scene_11,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,47.30392837524414,47.30392837524414
scene_12,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,8.229378461837769,8.229378461837769
scene_12,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,42.3223831653595,42.3223831653595
scene_12,proposed_efe,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,2.29343581199646,2.29343581199646
scene_12,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,51.56450772285461,51.56450772285461
scene_12,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.96274209022522,5.96274209022522
scene_12,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.474290132522583,5.474290132522583
scene_12,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,44.6611807346344,44.6611807346344
scene_12,top_score,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,3.308387756347656,3.308387756347656
scene_12,vlm_best_question,ambiguous,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1.0,1.0,48.24325275421143,48.24325275421143
scene_12,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,41.56566858291626,41.56566858291626
scene_12,vlm_best_question,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,7.385355234146118,7.385355234146118
scene_13,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,54.25144720077515,54.25144720077515
scene_13,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,58.94570064544678,58.94570064544678
scene_13,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,49.22274160385132,49.22274160385132
scene_13,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,6.9271628856658936,6.9271628856658936
scene_13,random_candidate,clear,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,39.27424621582031,39.27424621582031
scene_13,random_candidate,partial,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,42.94576978683472,42.94576978683472
scene_13,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.199558973312378,5.199558973312378
scene_13,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,52.24414849281311,52.24414849281311
scene_13,top_score,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,59.53770995140076,59.53770995140076
scene_13,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,104.45092964172365,104.45092964172365
scene_13,vlm_best_question,clear,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,37.280956506729126,37.280956506729126
scene_13,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,41.00133657455444,41.00133657455444
scene_14,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,20.110901594161987,20.110901594161987
scene_14,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,41.37776494026184,41.37776494026184
scene_14,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,49.40871214866638,49.40871214866638
scene_14,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.978282451629639,5.978282451629639
scene_14,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,40.9690318107605,40.9690318107605
scene_14,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,10.842463731765749,10.842463731765749
scene_14,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,32.151206970214844,32.151206970214844
scene_14,top_score,clear,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,37.88583183288574,37.88583183288574
scene_14,top_score,partial,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,33.9323844909668,33.9323844909668
scene_14,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,60.107112646102905,60.107112646102905
scene_14,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,48.56102776527405,48.56102776527405
scene_14,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,74.5449731349945,74.5449731349945
scene_15,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,82.76463794708252,82.76463794708252
scene_15,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,63.07343506813049,63.07343506813049
scene_15,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,21.11765480041504,21.11765480041504
scene_15,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,9.348449945449827,9.348449945449827
scene_15,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,40.443647146224976,40.443647146224976
scene_15,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,14.142001628875732,14.142001628875732
scene_15,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,6.098821878433228,6.098821878433228
scene_15,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,43.06744432449341,43.06744432449341
scene_15,top_score,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,7.602682828903198,7.602682828903198
scene_15,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,93.01605415344238,93.01605415344238
scene_15,vlm_best_question,clear,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,45.39202499389648,45.39202499389648
scene_15,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,85.84410905838013,85.84410905838013
scene_16,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,135.45363664627075,135.45363664627075
scene_16,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,46.64639544487,46.64639544487
scene_16,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,83.75720286369324,83.75720286369324
scene_16,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,51.589335918426514,51.589335918426514
scene_16,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,8.172514200210571,8.172514200210571
scene_16,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,5.080413579940796,5.080413579940796
scene_16,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,3.0,3.0,213.0908880233765,213.0908880233765
scene_16,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,49.96120691299439,49.96120691299439
