scene_id,prompt_type,N,unique_prompt_n,unique_method_n,mean_prompt_length,has_my_rate,has_color_rate,has_spatial_rate,has_relation_rate,has_size_rate,mean_candidate_set_size,duplicate_rate,low_diversity_flag
scene_031,clear,14,10,7,21.714285714285715,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,1.0,0.2857142857142857,False
scene_031,partial,12,4,7,23.333333333333332,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666667,True
scene_032,ambiguous,13,3,7,15.846153846153847,1.0,0.0,0.0,0.0,0.0,3.0,0.7692307692307692,True
scene_032,clear,12,11,7,22.25,0.0,0.5833333333333334,0.16666666666666666,0.0,0.0,1.0,0.08333333333333337,False
scene_032,partial,11,2,7,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8181818181818181,True
scene_033,ambiguous,11,3,7,15.636363636363637,1.0,0.0,0.0,0.0,0.0,2.909090909090909,0.7272727272727273,True
scene_033,clear,16,11,7,22.6875,0.0,0.875,0.0625,0.0,0.0,1.0625,0.3125,False
scene_033,partial,11,3,6,23.545454545454547,0.0,0.0,1.0,0.0,0.0,1.5454545454545454,0.7272727272727273,True
scene_034,ambiguous,10,1,5,15.0,1.0,0.0,0.0,0.0,0.0,3.0,0.9,True
scene_034,clear,14,10,7,23.642857142857142,0.0,0.6428571428571429,0.2857142857142857,0.0,0.0,1.0,0.2857142857142857,False
scene_034,partial,12,2,6,22.5,0.0,0.0,1.0,0.0,0.0,1.5,0.8333333333333334,True
scene_035,ambiguous,12,1,7,15.0,1.0,0.0,0.0,0.0,0.0,4.0,0.9166666666666666,True
scene_035,clear,14,6,7,22.714285714285715,0.07142857142857142,0.9285714285714286,0.0,0.0,0.0,1.0,0.5714285714285714,True
scene_035,partial,13,3,7,21.0,0.0,0.38461538461538464,0.6153846153846154,0.0,0.0,1.2307692307692308,0.7692307692307692,True
scene_036,ambiguous,14,1,7,15.0,1.0,0.0,0.0,0.0,0.0,4.0,0.9285714285714286,True
scene_036,clear,12,8,7,24.083333333333332,0.0,0.75,0.25,0.0,0.0,1.0833333333333333,0.33333333333333337,False
scene_036,partial,13,4,7,22.846153846153847,0.0,0.3076923076923077,0.6923076923076923,0.0,0.0,1.4615384615384615,0.6923076923076923,True
