scene_id,method,prompt_type,mean_num_questions,median_num_questions,mean_latency,median_latency,iqr_latency,n_trials
scene_003,first_question,clear,0.0,0.0,3.978177547454834,3.978177547454834,0.6941232681274414,2
scene_003,first_question,partial,0.6666666666666666,0.0,37.49839607874552,9.596575260162354,46.12171745300293,3
scene_003,proposed_efe,ambiguous,2.0,2.0,184.46319595972696,173.98052406311035,23.183026790618896,3
scene_003,proposed_efe,partial,0.8333333333333334,0.0,80.48463356494904,7.285930395126343,122.70277905464172,6
scene_003,random_question,ambiguous,3.6666666666666665,4.0,271.5408254464467,301.07892870903015,101.54448890686035,3
scene_003,random_question,clear,0.0,0.0,3.8520849545796714,2.9568753242492676,1.4726676940917969,3
scene_003,random_question,partial,1.5,1.5,130.3458251953125,130.3458251953125,69.09099984169006,2
scene_003,vlm_best_question,ambiguous,2.3333333333333335,3.0,147.2480632464091,180.34760284423828,61.29872989654541,3
scene_003,vlm_best_question,clear,0.0,0.0,3.5227391719818115,3.5227391719818115,0.27156758308410645,2
scene_003,vlm_best_question,partial,0.0,0.0,78.4686188697815,78.4686188697815,75.61997413635254,2
scene_004,first_question,ambiguous,4.0,4.0,235.79108476638794,235.79108476638794,56.10079479217529,2
scene_004,first_question,clear,0.0,0.0,4.4997124671936035,3.503546953201294,2.9490185976028442,3
scene_004,first_question,partial,0.0,0.0,6.991150975227356,6.499005675315857,3.9711742401123047,4
scene_004,proposed_efe,ambiguous,2.6666666666666665,2.0,270.12136205037433,182.138286113739,183.40187454223633,3
scene_004,proposed_efe,clear,0.0,0.0,4.298890670140584,4.0174400806427,1.8417997360229492,3
scene_004,proposed_efe,partial,0.0,0.0,3.157102664311727,3.7973995208740234,1.1724380254745483,3
scene_004,random_question,ambiguous,2.6666666666666665,3.0,164.2741572856903,149.49742722511292,107.12561988830566,3
scene_004,random_question,clear,0.0,0.0,2.794828772544861,2.794828772544861,0.026477932929992676,2
scene_004,random_question,partial,0.0,0.0,2.7482968966166177,2.552319288253784,0.7568730115890503,3
scene_004,vlm_best_question,ambiguous,3.6666666666666665,4.0,213.172572294871,211.58952164649963,41.02355635166168,3
scene_004,vlm_best_question,partial,0.0,0.0,9.838178586959838,2.734168291091919,8.193435430526733,5
scene_005,first_question,ambiguous,3.6666666666666665,4.0,215.7912384668986,225.45251893997192,24.065943241119385,3
scene_005,first_question,clear,0.0,0.0,11.471505006154379,3.42435622215271,13.504656195640564,3
scene_005,first_question,partial,1.0,1.0,92.08653795719147,92.08653795719147,42.82244169712067,2
scene_005,proposed_efe,ambiguous,3.5,4.0,159.5562078356743,182.208367228508,72.004534304142,4
scene_005,proposed_efe,clear,0.0,0.0,6.16137433052063,4.0173258781433105,4.316328644752502,3
scene_005,proposed_efe,partial,1.0,1.0,81.24888594945271,75.25892043113708,81.1495167016983,3
scene_005,random_question,ambiguous,3.0,2.0,179.04225810368857,100.18293380737305,129.02718710899353,3
scene_005,random_question,clear,0.0,0.0,3.467459201812744,3.467459201812744,0.0,1
scene_005,random_question,partial,0.2,0.0,25.5277202129364,3.8730390071868896,0.33728694915771484,5
scene_005,vlm_best_question,ambiguous,4.666666666666667,5.0,256.2883683840434,255.38953804969788,60.660717844963074,3
scene_005,vlm_best_question,clear,0.0,0.0,5.995877981185913,3.8994505405426025,4.397430419921875,3
scene_005,vlm_best_question,partial,0.5,0.5,31.665372133255005,31.665372133255005,29.34090542793274,2
scene_006,first_question,ambiguous,5.333333333333333,5.0,309.078561147054,330.28936219215393,43.76646316051483,3
scene_006,first_question,clear,0.3333333333333333,0.0,36.285547971725464,3.940128803253174,50.30249559879303,3
scene_006,first_question,partial,0.5,0.5,63.97777986526489,63.97777986526489,61.07179880142212,2
scene_006,proposed_efe,ambiguous,2.5,2.5,137.16746473312378,137.16746473312378,70.09593749046326,2
scene_006,proposed_efe,clear,0.0,0.0,11.130779345830282,15.40294337272644,6.728366136550903,3
scene_006,proposed_efe,partial,1.0,1.0,72.0533995628357,68.78804588317871,12.67018747329712,3
scene_006,random_question,ambiguous,5.0,5.0,281.9061226050059,261.66553258895874,58.58757030963898,3
scene_006,random_question,clear,0.3333333333333333,0.0,27.651271104812622,4.12855076789856,36.11746120452881,3
scene_006,random_question,partial,0.6666666666666666,1.0,50.73179920514425,67.3444390296936,39.77652847766876,3
scene_006,vlm_best_question,ambiguous,5.0,5.0,421.7117736339569,435.8606402873993,42.847469329833984,3
scene_006,vlm_best_question,clear,0.0,0.0,14.146359324455261,14.146359324455261,10.266843914985657,2
scene_006,vlm_best_question,partial,0.6666666666666666,1.0,71.42651542027791,97.57633233070374,47.23807942867279,3
scene_007,first_question,ambiguous,4.0,4.0,330.94977855682373,330.94977855682373,46.52987003326416,2
scene_007,first_question,clear,0.0,0.0,4.714961051940918,4.714961051940918,0.0,1
scene_007,first_question,partial,0.3333333333333333,0.0,24.713050921758015,4.126374244689941,31.136711478233337,3
scene_007,proposed_efe,ambiguous,1.0,1.0,64.1993477344513,64.1993477344513,0.0,1
scene_007,proposed_efe,clear,0.0,0.0,3.741175055503845,3.741175055503845,1.1320101022720337,2
scene_007,proposed_efe,partial,0.5,0.5,30.544073462486267,30.544073462486267,27.744943261146545,2
scene_007,random_question,ambiguous,3.5,3.5,254.4601764678955,254.4601764678955,118.51873707771301,2
scene_007,random_question,clear,0.0,0.0,5.339991450309753,5.339991450309753,0.9357610940933228,2
scene_007,random_question,partial,1.0,1.0,78.40149509906769,78.40149509906769,74.26606142520905,2
scene_007,vlm_best_question,ambiguous,4.0,4.0,260.69508612155914,260.69508612155914,50.35133731365204,2
scene_007,vlm_best_question,clear,0.0,0.0,10.352899074554443,10.352899074554443,6.994539499282837,2
scene_007,vlm_best_question,partial,0.5,0.5,36.26068317890167,36.26068317890167,33.587570786476135,2
scene_008,first_question,ambiguous,5.0,5.0,759.0536777973175,759.0536777973175,0.0,1
scene_008,first_question,clear,0.0,0.0,3.139678955078125,3.139678955078125,0.3782472610473633,2
scene_008,first_question,partial,1.0,1.0,75.7225034236908,75.7225034236908,13.728598356246948,2
scene_008,proposed_efe,ambiguous,2.5,2.5,201.86751306056976,201.86751306056976,48.75700533390045,2
scene_008,proposed_efe,clear,0.0,0.0,2.8998138904571533,2.8998138904571533,0.07505297660827637,2
scene_008,proposed_efe,partial,1.0,1.0,75.7127195596695,75.7127195596695,6.694149374961853,2
scene_008,random_question,ambiguous,4.5,4.5,356.2772014141083,356.2772014141083,86.53924131393433,2
scene_008,random_question,clear,0.0,0.0,3.96310031414032,3.96310031414032,2.0028058290481567,2
scene_008,random_question,partial,2.0,2.0,163.42104363441467,163.42104363441467,0.0,1
scene_008,vlm_best_question,ambiguous,4.5,4.5,297.0590742826462,297.0590742826462,5.428328156471252,2
scene_008,vlm_best_question,clear,0.0,0.0,4.170353174209595,4.170353174209595,1.6106574535369873,2
scene_008,vlm_best_question,partial,1.0,1.0,84.48111307621002,84.48111307621002,37.76769745349884,2
scene_009,first_question,ambiguous,4.0,4.0,503.13950204849243,503.13950204849243,51.185636043548584,2
scene_009,first_question,clear,0.0,0.0,2.9444419145584106,2.9444419145584106,1.3376065492630005,2
scene_009,first_question,partial,2.0,2.0,671.9041064977646,671.9041064977646,275.42247807979584,2
scene_009,proposed_efe,ambiguous,3.0,3.0,298.1362279653549,298.1362279653549,94.77143251895905,2
scene_009,proposed_efe,clear,0.0,0.0,1.90541672706604,1.90541672706604,0.0,1
scene_009,proposed_efe,partial,3.0,3.0,228.84756207466125,228.84756207466125,0.0,1
scene_009,random_question,ambiguous,4.0,4.0,636.7303695678711,636.7303695678711,169.99115657806396,2
scene_009,random_question,clear,0.0,0.0,2.501057982444763,2.501057982444763,0.3331407308578491,2
scene_009,random_question,partial,2.5,2.5,361.2571790218353,361.2571790218353,83.31239867210388,2
scene_009,vlm_best_question,ambiguous,3.0,3.0,185.79116233189902,133.20958733558655,159.59401524066925,3
scene_009,vlm_best_question,clear,0.0,0.0,2.82153856754303,2.82153856754303,1.1746505498886108,2
scene_009,vlm_best_question,partial,2.0,2.0,157.69877529144287,157.69877529144287,0.0,1
scene_010,first_question,ambiguous,4.0,4.0,201.13692843914032,201.13692843914032,48.7713383436203,2
scene_010,first_question,clear,0.0,0.0,3.4470711946487427,3.4470711946487427,0.3578997850418091,2
scene_010,first_question,partial,2.5,2.5,211.85911011695862,211.85911011695862,53.20950746536255,2
scene_010,proposed_efe,ambiguous,3.0,3.0,142.91468596458435,142.91468596458435,2.6766326427459717,2
scene_010,proposed_efe,clear,0.0,0.0,8.45425021648407,8.45425021648407,6.140674948692322,2
scene_010,proposed_efe,partial,3.0,3.0,395.7608046531677,395.7608046531677,30.625593662261963,2
scene_010,random_question,ambiguous,4.0,4.0,351.1287167072296,351.1287167072296,96.7215621471405,2
scene_010,random_question,clear,0.0,0.0,7.348292708396912,7.348292708396912,5.356581330299377,2
scene_010,random_question,partial,2.5,2.5,227.6799075603485,227.6799075603485,60.03538107872009,2
scene_010,vlm_best_question,clear,0.0,0.0,9.293884873390198,9.293884873390198,5.191387057304382,2
scene_010,vlm_best_question,partial,3.0,3.0,309.331356048584,309.331356048584,200.57186818122864,2
scene_011,first_question,ambiguous,3.0,3.0,135.19187676906586,135.19187676906586,32.021960377693176,2
scene_011,first_question,clear,0.0,0.0,2.5007998943328857,2.5007998943328857,0.29029083251953125,2
scene_011,first_question,partial,0.0,0.0,2.7045860290527344,2.7045860290527344,0.0,1
scene_011,proposed_efe,ambiguous,3.0,3.0,189.68825685977936,189.68825685977936,36.26316034793854,2
scene_011,proposed_efe,clear,0.0,0.0,1.8982023000717163,1.8982023000717163,0.15065300464630127,2
scene_011,proposed_efe,partial,0.5,0.5,63.67542481422424,63.67542481422424,12.823724508285522,2
scene_011,random_question,ambiguous,3.0,3.0,117.19684076309204,117.19684076309204,9.39749002456665,2
scene_011,random_question,clear,0.0,0.0,2.9564331769943237,2.9564331769943237,0.004295706748962402,2
scene_011,random_question,partial,0.0,0.0,4.658359527587891,4.658359527587891,2.1760659217834473,2
scene_011,vlm_best_question,ambiguous,3.0,3.0,130.70441889762878,130.70441889762878,0.0,1
scene_011,vlm_best_question,clear,0.0,0.0,1.6776186227798462,1.6776186227798462,0.16630780696868896,2
scene_011,vlm_best_question,partial,0.0,0.0,3.2711679935455322,3.2711679935455322,0.7541871070861816,2
scene_012,first_question,ambiguous,2.0,2.0,95.64157700538635,95.64157700538635,44.77659058570862,2
scene_012,first_question,clear,0.0,0.0,2.728232264518738,2.728232264518738,0.7195671796798706,2
scene_012,first_question,partial,0.0,0.0,49.40395379066467,49.40395379066467,0.3784980773925781,2
scene_012,proposed_efe,ambiguous,1.0,1.0,70.5533093214035,70.5533093214035,24.410139679908752,2
scene_012,proposed_efe,clear,0.0,0.0,21.524161458015442,21.524161458015442,15.177924513816833,2
scene_012,proposed_efe,partial,0.5,0.5,194.01745223999023,194.01745223999023,2.455998659133911,2
scene_012,random_question,ambiguous,2.5,2.5,117.24382495880127,117.24382495880127,4.91580605506897,2
scene_012,random_question,clear,0.0,0.0,2.6533623933792114,2.6533623933792114,0.5318955183029175,2
scene_012,random_question,partial,1.0,1.0,74.8009318113327,74.8009318113327,4.647534966468811,2
scene_012,vlm_best_question,ambiguous,2.5,2.5,126.44808578491211,126.44808578491211,9.789532899856567,2
scene_012,vlm_best_question,clear,0.0,0.0,3.5490516424179077,3.5490516424179077,0.6834462881088257,2
scene_012,vlm_best_question,partial,0.5,0.5,62.66350531578064,62.66350531578064,17.90729808807373,2
scene_013,first_question,ambiguous,2.0,2.0,106.90144538879395,106.90144538879395,28.619397163391113,2
scene_013,first_question,clear,0.0,0.0,2.8078490495681763,2.8078490495681763,0.09134542942047119,2
scene_013,first_question,partial,0.5,0.5,64.65848171710968,64.65848171710968,4.89189350605011,2
scene_013,proposed_efe,ambiguous,2.0,2.0,105.05270445346832,105.05270445346832,39.43353521823883,2
scene_013,proposed_efe,clear,0.0,0.0,5.119502067565918,5.119502067565918,3.302325963973999,2
scene_013,proposed_efe,partial,1.0,1.0,99.16926169395447,99.16926169395447,17.09866452217102,2
scene_013,random_question,ambiguous,2.5,2.5,130.45075714588165,130.45075714588165,28.80733287334442,2
scene_013,random_question,clear,0.0,0.0,4.053227663040161,4.053227663040161,0.0,1
scene_013,random_question,partial,0.5,0.5,96.79355692863464,96.79355692863464,41.93187761306763,2
scene_013,vlm_best_question,ambiguous,2.5,2.5,80.9593962430954,80.9593962430954,2.3465172052383423,2
scene_013,vlm_best_question,clear,0.0,0.0,2.0182197093963623,2.0182197093963623,0.3345673084259033,2
scene_013,vlm_best_question,partial,0.5,0.5,44.61563158035278,44.61563158035278,26.259788990020752,2
scene_014,first_question,ambiguous,2.0,2.0,127.050572514534,127.050572514534,92.77728426456451,2
scene_014,first_question,clear,0.0,0.0,2.375781297683716,2.375781297683716,0.0,1
scene_014,first_question,partial,0.5,0.5,30.666284322738647,30.666284322738647,1.4005835056304932,2
scene_014,proposed_efe,ambiguous,2.0,2.0,87.81145310401917,87.81145310401917,6.336153268814087,2
scene_014,proposed_efe,clear,0.0,0.0,1.6679164171218872,1.6679164171218872,0.16441428661346436,2
scene_014,proposed_efe,partial,1.0,1.0,86.16528928279877,86.16528928279877,1.8024038076400757,2
scene_014,random_question,ambiguous,2.0,2.0,115.04775333404541,115.04775333404541,58.08102536201477,2
scene_014,random_question,clear,0.0,0.0,4.428581237792969,4.428581237792969,1.1649048328399658,2
scene_014,random_question,partial,1.0,1.0,184.05069160461426,184.05069160461426,0.0,1
scene_014,vlm_best_question,ambiguous,1.5,1.5,86.66280674934387,86.66280674934387,33.429786920547485,2
scene_014,vlm_best_question,clear,0.0,0.0,1.7355502843856812,1.7355502843856812,0.21483910083770752,2
scene_014,vlm_best_question,partial,0.5,0.5,23.745197057724,23.745197057724,2.5572848320007324,2
scene_015,first_question,ambiguous,2.0,2.0,93.72590053081512,93.72590053081512,14.248871684074402,2
scene_015,first_question,clear,0.0,0.0,2.32409131526947,2.32409131526947,0.572069525718689,2
scene_015,first_question,partial,0.3333333333333333,0.0,88.78590281804402,60.0345504283905,47.64387047290802,3
scene_015,proposed_efe,ambiguous,1.5,1.5,118.48768723011017,118.48768723011017,0.5577491521835327,2
scene_015,proposed_efe,clear,0.0,0.0,5.121139168739319,5.121139168739319,2.8413861989974976,2
scene_015,proposed_efe,partial,0.5,0.5,102.28964722156525,102.28964722156525,43.93154966831207,2
scene_015,random_question,ambiguous,3.0,3.0,175.9123739004135,175.9123739004135,22.97755992412567,2
scene_015,random_question,clear,0.0,0.0,2.6428303718566895,2.6428303718566895,0.8506884574890137,2
scene_015,random_question,partial,1.0,1.0,69.33189034461975,69.33189034461975,9.630272388458252,2
scene_015,vlm_best_question,ambiguous,2.0,2.0,227.71347880363464,227.71347880363464,76.36717009544373,2
scene_015,vlm_best_question,clear,0.0,0.0,2.5478519201278687,2.5478519201278687,0.17554104328155518,2
scene_015,vlm_best_question,partial,0.5,0.5,55.7391095161438,55.7391095161438,30.54187846183777,2
scene_016,first_question,ambiguous,2.5,2.5,141.2826646566391,141.2826646566391,58.157232880592346,2
scene_016,first_question,clear,0.0,0.0,3.682611107826233,3.682611107826233,0.17277538776397705,2
scene_016,first_question,partial,0.0,0.0,32.564271330833435,32.564271330833435,0.36372649669647217,2
scene_016,proposed_efe,ambiguous,2.0,2.0,100.76672339439392,100.76672339439392,0.0,1
scene_016,proposed_efe,clear,0.0,0.0,15.076097846031189,15.076097846031189,8.857621312141418,2
scene_016,proposed_efe,partial,0.0,0.0,24.11871039867401,24.11871039867401,0.7328473329544067,2
scene_016,random_question,ambiguous,2.5,2.5,172.25873708724976,172.25873708724976,0.1932048797607422,2
scene_016,random_question,clear,0.0,0.0,3.005577325820923,3.005577325820923,0.15574002265930176,2
scene_016,random_question,partial,0.0,0.0,25.05682599544525,25.05682599544525,8.287179827690125,2
scene_016,vlm_best_question,ambiguous,2.5,2.5,124.22032403945923,124.22032403945923,12.654234170913696,2
scene_016,vlm_best_question,clear,0.0,0.0,3.434079885482788,3.434079885482788,0.303973913192749,2
scene_016,vlm_best_question,partial,0.0,0.0,24.168663263320923,24.168663263320923,1.7624521255493164,2
scene_017,first_question,ambiguous,0.0,0.0,11.521985292434692,11.521985292434692,0.0,1
scene_017,first_question,clear,1.3333333333333333,1.0,63.49699775377909,26.711228132247925,76.24153709411621,3
scene_017,first_question,partial,0.5,0.5,266.9955815076828,266.9955815076828,229.88423454761505,2
scene_017,proposed_efe,ambiguous,2.5,2.5,167.08104002475739,167.08104002475739,27.04936397075653,2
scene_017,proposed_efe,clear,0.0,0.0,3.680980682373047,3.680980682373047,1.1284143924713135,2
scene_017,random_question,ambiguous,1.0,1.0,62.40540659427643,62.40540659427643,58.084092020988464,2
scene_017,random_question,clear,0.0,0.0,2.9356199502944946,2.9356199502944946,0.17407596111297607,2
scene_017,random_question,partial,0.5,0.5,24.318397164344788,24.318397164344788,20.23060953617096,2
scene_017,vlm_best_question,ambiguous,3.0,3.0,208.0286145210266,208.0286145210266,17.107228994369507,2
scene_017,vlm_best_question,clear,0.5,0.5,27.43475341796875,27.43475341796875,24.666243076324463,2
scene_017,vlm_best_question,partial,0.5,0.5,47.598246455192566,47.598246455192566,7.890261292457581,2
scene_018,first_question,ambiguous,0.5,0.5,9.268023133277893,9.268023133277893,6.522356152534485,2
scene_018,first_question,clear,0.0,0.0,7.064908385276794,7.064908385276794,1.6578677892684937,2
scene_018,first_question,partial,0.0,0.0,16.623449683189392,16.623449683189392,3.273659110069275,2
scene_018,proposed_efe,ambiguous,0.3333333333333333,0.0,56.178327798843384,59.22218179702759,6.02026641368866,3
scene_018,proposed_efe,clear,0.0,0.0,2.5301828384399414,2.5301828384399414,0.1402742862701416,2
scene_018,proposed_efe,partial,0.0,0.0,34.432610630989075,34.432610630989075,3.403135657310486,2
scene_018,random_question,ambiguous,0.5,0.5,55.406859278678894,55.406859278678894,0.5276588201522827,2
scene_018,random_question,clear,0.0,0.0,3.4923850297927856,3.4923850297927856,0.827325701713562,2
scene_018,random_question,partial,0.0,0.0,63.57379341125488,63.57379341125488,0.0,1
scene_018,vlm_best_question,ambiguous,0.0,0.0,25.113582611083984,25.113582611083984,1.9589269161224365,2
scene_018,vlm_best_question,clear,0.5,0.5,43.166130781173706,43.166130781173706,40.09630465507507,2
scene_018,vlm_best_question,partial,0.0,0.0,40.652074456214905,40.652074456214905,13.333704829216003,2
scene_019,first_question,ambiguous,1.0,1.0,34.372769713401794,34.372769713401794,27.69566547870636,2
scene_019,first_question,clear,0.0,0.0,7.306031107902527,7.306031107902527,0.11915290355682373,2
scene_019,first_question,partial,0.0,0.0,24.524016737937927,24.524016737937927,3.2728554010391235,2
scene_019,proposed_efe,ambiguous,1.0,1.0,39.64582180976868,39.64582180976868,35.60261082649231,2
scene_019,proposed_efe,clear,0.0,0.0,3.6721819639205933,3.6721819639205933,1.6879738569259644,2
scene_019,proposed_efe,partial,0.0,0.0,22.496382474899292,22.496382474899292,2.3974480628967285,2
scene_019,random_question,ambiguous,1.0,1.0,65.1144015789032,65.1144015789032,47.85270023345947,2
scene_019,random_question,clear,0.0,0.0,5.450982332229614,5.450982332229614,1.6118357181549072,2
scene_019,random_question,partial,0.0,0.0,23.60342264175415,23.60342264175415,3.1157569885253906,2
scene_019,vlm_best_question,ambiguous,1.0,1.0,47.54881131649017,47.54881131649017,40.0877925157547,2
scene_019,vlm_best_question,clear,0.0,0.0,5.383971810340881,5.383971810340881,1.5573166608810425,2
scene_019,vlm_best_question,partial,0.0,0.0,27.43133842945099,27.43133842945099,1.1597980260849,2
scene_020,first_question,ambiguous,2.0,2.0,92.64682626724243,92.64682626724243,88.90876317024231,2
scene_020,first_question,clear,0.0,0.0,2.2223153114318848,2.2223153114318848,0.5364019870758057,2
scene_020,first_question,partial,0.0,0.0,21.299132227897644,21.299132227897644,3.2715786695480347,2
scene_020,proposed_efe,ambiguous,2.0,2.0,263.23988020420074,263.23988020420074,257.66307508945465,2
scene_020,proposed_efe,clear,0.0,0.0,4.344198703765869,4.344198703765869,0.47871923446655273,2
scene_020,random_question,clear,0.0,0.0,4.249396324157715,4.249396324157715,1.3468327522277832,2
scene_020,random_question,partial,0.0,0.0,14.353858470916748,14.353858470916748,0.0,1
scene_020,vlm_best_question,ambiguous,2.0,2.0,74.40162527561188,74.40162527561188,69.91064250469208,2
scene_020,vlm_best_question,clear,0.0,0.0,2.938373327255249,2.938373327255249,0.10024809837341309,2
scene_020,vlm_best_question,partial,1.0,1.0,35.244770526885986,35.244770526885986,9.35878610610962,2
scene_021,first_question,ambiguous,2.0,2.0,102.57747292518616,102.57747292518616,99.12019610404968,2
scene_021,first_question,clear,0.0,0.0,3.9027916193008423,3.9027916193008423,0.948715329170227,2
scene_021,first_question,partial,1.0,1.0,41.14103400707245,41.14103400707245,11.310360074043274,2
scene_021,proposed_efe,ambiguous,2.0,2.0,128.0327661037445,128.0327661037445,121.91631650924683,2
scene_021,proposed_efe,clear,0.0,0.0,3.2167270183563232,3.2167270183563232,1.2769639492034912,2
scene_021,proposed_efe,partial,1.0,1.0,49.99268817901611,51.8365216255188,6.521398305892944,3
scene_021,random_question,ambiguous,2.0,2.0,141.6469179391861,141.6469179391861,137.59122049808502,2
scene_021,random_question,clear,0.0,0.0,4.960199038187663,6.061705827713013,2.2688359022140503,3
scene_021,random_question,partial,1.0,1.0,173.10932648181915,173.10932648181915,51.219838976860046,2
scene_021,vlm_best_question,ambiguous,2.5,2.5,160.26361989974976,160.26361989974976,157.8492317199707,2
scene_021,vlm_best_question,clear,0.0,0.0,6.833687424659729,6.833687424659729,4.138743758201599,2
scene_021,vlm_best_question,partial,1.0,1.0,37.656960248947144,37.656960248947144,0.30480360984802246,2
scene_022,first_question,ambiguous,4.0,4.0,202.42887425422668,202.42887425422668,0.0,1
scene_022,first_question,clear,0.0,0.0,1.8862507343292236,1.8862507343292236,0.0,1
scene_022,first_question,partial,1.0,1.0,47.14095139503479,47.14095139503479,8.42417860031128,2
scene_022,proposed_efe,ambiguous,1.5,1.5,68.25062489509583,68.25062489509583,64.10282301902771,2
scene_022,proposed_efe,clear,0.0,0.0,2.429737687110901,2.429737687110901,0.7260531187057495,2
scene_022,proposed_efe,partial,1.0,1.0,81.40623426437378,81.40623426437378,30.905683279037476,2
scene_022,random_question,ambiguous,2.0,2.0,118.72256577014923,118.72256577014923,114.89656746387482,2
scene_022,random_question,clear,0.0,0.0,2.45982825756073,2.45982825756073,0.7280930280685425,2
scene_022,random_question,partial,1.0,1.0,79.19556427001953,79.19556427001953,0.0,1
scene_022,vlm_best_question,ambiguous,1.0,1.0,66.60963821411133,66.60963821411133,63.43325424194336,2
scene_022,vlm_best_question,clear,0.0,0.0,3.6637885570526123,3.6637885570526123,0.10841155052185059,2
scene_022,vlm_best_question,partial,1.0,1.0,77.2517397403717,77.2517397403717,3.634437322616577,2
scene_023,first_question,ambiguous,5.0,5.0,219.68643355369568,219.68643355369568,0.0,1
scene_023,first_question,clear,0.0,0.0,2.760725498199463,2.760725498199463,0.0,1
scene_023,proposed_efe,ambiguous,3.0,3.0,502.7035164833069,502.7035164833069,0.0,1
scene_023,proposed_efe,clear,0.0,0.0,3.5027410984039307,3.5027410984039307,0.0,1
scene_023,proposed_efe,partial,1.0,1.0,64.85443568229675,64.85443568229675,13.492336750030518,2
scene_023,random_question,ambiguous,3.5,3.5,373.7623578310013,373.7623578310013,205.06465709209442,2
scene_023,random_question,clear,0.0,0.0,5.401352047920227,5.401352047920227,1.6950727701187134,2
scene_023,random_question,partial,2.0,2.0,117.993581533432,117.993581533432,46.286829471588135,2
scene_023,vlm_best_question,ambiguous,2.5,2.5,100.52091312408447,100.52091312408447,23.43846869468689,2
scene_023,vlm_best_question,clear,0.0,0.0,4.604050517082214,4.604050517082214,0.5595439672470093,2
scene_023,vlm_best_question,partial,1.0,1.0,33.288503766059875,33.288503766059875,8.332426190376282,2
scene_024,first_question,ambiguous,2.5,2.5,145.16621685028076,145.16621685028076,17.214293479919434,2
scene_024,first_question,clear,0.0,0.0,4.746135830879211,4.746135830879211,0.8759399652481079,2
scene_024,first_question,partial,0.5,0.5,84.21203470230103,84.21203470230103,19.33541202545166,2
scene_024,proposed_efe,ambiguous,2.0,2.0,137.7796629667282,137.7796629667282,5.294873833656311,2
scene_024,proposed_efe,clear,0.0,0.0,3.151055693626404,3.151055693626404,0.5118407011032104,2
scene_024,proposed_efe,partial,0.5,0.5,42.76571571826935,42.76571571826935,25.23955476284027,2
scene_024,random_question,ambiguous,2.5,2.5,114.01548612117767,114.01548612117767,22.138911604881287,2
scene_024,random_question,clear,0.0,0.0,4.0395108461380005,4.0395108461380005,0.42438971996307373,2
scene_024,random_question,partial,0.5,0.5,45.64585065841675,45.64585065841675,13.44856882095337,2
scene_024,vlm_best_question,ambiguous,2.0,2.0,79.4358674287796,79.4358674287796,44.256009221076965,2
scene_024,vlm_best_question,clear,0.0,0.0,5.025092124938965,5.025092124938965,1.3296480178833008,2
scene_024,vlm_best_question,partial,0.5,0.5,36.125871419906616,36.125871419906616,20.556705951690674,2
