trial_id,experiment_id,experiment_type,scene_id,scene_type,object_categories,prompt,prompt_type,method,expected_candidate_id,expected_display_id,notes,started_at_epoch_s,scene_observation_path,session_id,status,candidate_count,question_count,resolved_candidate_id,latency_s,updated_at_epoch_s,outcome,operator_note,finished_at_epoch_s,audit_failure_reason,audit_reviewed,include_in_audit,prompt_text,candidate_set_size,candidate_state,correct,num_questions,latency_sec,prompt_length,target_category,attribute_type,prompt_id,exact_prompt_key,prompt_norm,has_my,has_color,has_spatial,has_relation,has_size,has_modifier,prompt_object_category,prompt_pool_key,prompt_pool_n,prompt_pool_unique_n,prompt_pool_repetition_rate,prompt_text_repeat_count_in_pool
trial_20260508_164940_336107,top_cups_01,main,scene_001,cup_only,[],Pick up the orange cup.,partial,random_candidate,,,,1778226581.6718543,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,338303b8-6e6f-4fb9-95f0-d72c00b7f935,finished,1,0,cand_001,9.831251382827759,1779200969.2496207,wrong,,1778226591.5030053,gd_missing_target_candidate,True,True,Pick up the orange cup.,1,,0,0,9.831251382827759,23,,,Pick up the orange cup.,scene_001::Pick up the orange cup.,pick up the orange cup,0,1,0,0,0,1,cup,scene_001|partial,20,13,0.35,6
trial_20260508_164955_d88ca1,top_cups_01,main,scene_001,cup_only,[],Pick up the orange cup.,partial,random_candidate,,,,1778226596.8954656,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,2e038107-7890-4a44-9018-230c8a2a3e8d,finished,1,0,cand_001,6.708487272262573,1779200947.6348438,wrong,,1778226603.6038547,gd_missing_target_candidate,True,True,Pick up the orange cup.,1,,0,0,6.708487272262573,23,,,Pick up the orange cup.,scene_001::Pick up the orange cup.,pick up the orange cup,0,1,0,0,0,1,cup,scene_001|partial,20,13,0.35,6
trial_20260508_165018_9937e0,top_cups_01,main,scene_001,cup_only,[],Pick up the top cup.,partial,random_candidate,,,,1778226618.957592,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,509356e3-8b9c-47a2-9869-c8ffc36e934c,finished,0,0,,6.07184362411499,1779201002.3399286,wrong,,1778226625.0293868,gd_missing_target_candidate,True,True,Pick up the top cup.,0,,0,0,6.07184362411499,20,,,Pick up the top cup.,scene_001::Pick up the top cup.,pick up the top cup,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_165047_7e94fc,top_cups_01,main,scene_001,cup_only,[],Pick up the blue cup.,clear,random_candidate,,,,1778226648.889999,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,0586b364-d6d0-4de9-a753-375f3fb53ff1,finished,1,0,cand_001,10.110392332077026,1778226659.0005908,correct,,1778226659.0002947,,False,True,Pick up the blue cup.,1,,1,0,10.110392332077026,21,,,Pick up the blue cup.,scene_001::Pick up the blue cup.,pick up the blue cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,2
trial_20260508_165109_6538d4,top_cups_01,main,scene_001,cup_only,[],Pick up the red cup.,clear,random_candidate,,,,1778226670.5570626,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,15ab67cb-a2f3-4cca-8afe-439761999113,finished,1,0,cand_001,170.19326162338257,1778226840.7505171,correct,,1778226840.7502203,,False,True,Pick up the red cup.,1,,1,0,170.19326162338257,20,,,Pick up the red cup.,scene_001::Pick up the red cup.,pick up the red cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,1
trial_20260508_165412_c6e1d7,top_cups_01,main,scene_001,cup_only,[],Pick up the left most cup.,clear,random_candidate,,,,1778226853.5896332,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,bb5a95e4-c67f-4f2b-a564-53b8aea2f978,finished,1,0,cand_001,4.658507585525513,1778226858.2483242,correct,,1778226858.2480433,,False,True,Pick up the left most cup.,1,,1,0,4.658507585525513,26,,,Pick up the left most cup.,scene_001::Pick up the left most cup.,pick up the left most cup,0,0,1,0,0,1,cup,scene_001|clear,25,15,0.4,2
trial_20260508_165541_afd38d,top_cups_01,main,scene_001,cup_only,[],Pick up the left most cup.,clear,vlm_direct,,,,1778226942.2502458,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,7e9f35c4-9920-4157-b71f-5a11b76b5731,finished,1,0,cand_001,5.773003339767456,1778226948.0234482,correct,,1778226948.0231547,,False,True,Pick up the left most cup.,1,,1,0,5.773003339767456,26,,,Pick up the left most cup.,scene_001::Pick up the left most cup.,pick up the left most cup,0,0,1,0,0,1,cup,scene_001|clear,25,15,0.4,2
trial_20260508_165723_f733d4,top_cups_01,main,scene_001,cup_only,[],Pick up the green cup.,clear,vlm_direct,,,,1778227044.6538312,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,3f5f9ceb-bfb2-4fa0-a15e-71c0ceb221fa,finished,1,0,cand_001,5.832372426986694,1778227050.4864006,correct,,1778227050.4861069,,False,True,Pick up the green cup.,1,,1,0,5.832372426986694,22,,,Pick up the green cup.,scene_001::Pick up the green cup.,pick up the green cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,3
trial_20260508_165749_dbf4fe,top_cups_01,main,scene_001,cup_only,[],Pick up the blue cup.,clear,vlm_direct,,,,1778227070.458123,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,6482fd10-1893-4d6e-a937-77c1d8b9d9fa,finished,1,0,cand_001,10.524811029434204,1778227080.9831393,correct,,1778227080.9828365,,False,True,Pick up the blue cup.,1,,1,0,10.524811029434204,21,,,Pick up the blue cup.,scene_001::Pick up the blue cup.,pick up the blue cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,2
trial_20260508_165821_39c0a2,top_cups_01,main,scene_001,cup_only,[],Pick up the orange cup.,partial,vlm_direct,,,,1778227102.642625,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,70e9d2ed-d2ff-4641-ae6a-208881dba84e,finished,1,0,cand_001,4.336403131484985,1779201059.2508729,wrong,,1778227106.978935,gd_missing_target_candidate,True,True,Pick up the orange cup.,1,,0,0,4.336403131484985,23,,,Pick up the orange cup.,scene_001::Pick up the orange cup.,pick up the orange cup,0,1,0,0,0,1,cup,scene_001|partial,20,13,0.35,6
trial_20260508_165859_834639,top_cups_01,main,scene_001,cup_only,[],Pick up the cup on the bottom half.,partial,vlm_direct,,,,1778227140.2835586,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,b04a86c1-a3cb-4a16-915a-66bbe8e169b6,finished,0,0,,5.299427270889282,1779201116.6684432,wrong,,1778227145.582968,gd_missing_target_candidate,True,True,Pick up the cup on the bottom half.,0,,0,0,5.299427270889282,35,,,Pick up the cup on the bottom half.,scene_001::Pick up the cup on the bottom half.,pick up the cup on the bottom half,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_165956_4717c9,top_cups_01,main,scene_001,cup_only,[],Pick up the left cup.,partial,vlm_direct,,,,1778227197.5602813,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,dba2e0f4-7229-4343-8f96-f3b026e1e592,finished,1,0,cand_001,6.539261102676392,1778227204.0996542,correct,,1778227204.0994747,,False,True,Pick up the left cup.,1,,1,0,6.539261102676392,21,,,Pick up the left cup.,scene_001::Pick up the left cup.,pick up the left cup,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_170012_8965d6,top_cups_01,main,scene_001,cup_only,[],Pick up the bottom cup.,partial,vlm_direct,,,,1778227214.1376207,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,890031b4-191c-4bdc-b283-37fa9587fe20,finished,1,0,cand_001,3.155287027359009,1778227217.2929578,correct,,1778227217.292863,,False,True,Pick up the bottom cup.,1,,1,0,3.155287027359009,23,,,Pick up the bottom cup.,scene_001::Pick up the bottom cup.,pick up the bottom cup,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_170818_2625a6,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,vlm_direct,,,,1778227764.8186636,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,2b894e51-74c2-4529-9423-f11e206b7255,finished,6,0,cand_004,9.462310791015625,1778227774.28103,correct,,1778227774.2809153,,False,True,Pick up my cup.,6,,1,0,9.462310791015625,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
trial_20260508_170938_da1b4c,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,vlm_direct,,,,1778227845.4789453,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,204b4460-8671-4629-9a83-6b724d403a34,finished,6,0,cand_004,6.894267559051514,1779201527.501538,wrong,,1778227852.373156,ambiguity_not_solved,True,True,Pick up my cup.,6,,0,0,6.894267559051514,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
trial_20260508_171420_28fff4,top_cups_01,main,scene_001,cup_only,[],Pick up green cup.,clear,first_question,,,,1778228061.5523758,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,7e3c75f2-8ed9-4795-ad40-8763d3a5c152,finished,1,0,cand_001,4.43035364151001,1778228065.9829338,correct,,1778228065.9826074,,False,True,Pick up green cup.,1,,1,0,4.43035364151001,18,,,Pick up green cup.,scene_001::Pick up green cup.,pick up green cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,5
trial_20260508_171451_eb10c3,top_cups_01,main,scene_001,cup_only,[],Pick up red cup.,clear,first_question,,,,1778228092.5774431,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,5a6803c1-cb53-4f36-8828-9b12390038c2,finished,1,0,cand_001,4.311343669891357,1779201444.2515006,correct,,1778228096.8887382,,True,True,Pick up red cup.,1,,1,0,4.311343669891357,16,,,Pick up red cup.,scene_001::Pick up red cup.,pick up red cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,1
trial_20260508_171507_afe9a5,top_cups_01,main,scene_001,cup_only,[],Pick up left most cup.,clear,first_question,,,,1778228108.0672371,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,280e5616-5e6e-494f-9a22-2cdb10ed8aa6,finished,0,0,,15.629906415939331,1779201484.5810382,correct,,1778228123.697123,,True,True,Pick up left most cup.,0,,1,0,15.629906415939331,22,,,Pick up left most cup.,scene_001::Pick up left most cup.,pick up left most cup,0,0,1,0,0,1,cup,scene_001|clear,25,15,0.4,1
trial_20260508_171543_02c3dd,top_cups_01,main,scene_001,cup_only,[],Pick up most left cup.,clear,first_question,,,,1778228144.6260352,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,9f0d9264-1bb9-4959-9d33-a0fedba11830,finished,1,0,cand_001,4.639959335327148,1778228149.2661889,correct,,1778228149.2658951,,False,True,Pick up most left cup.,1,,1,0,4.639959335327148,22,,,Pick up most left cup.,scene_001::Pick up most left cup.,pick up most left cup,0,0,1,0,0,1,cup,scene_001|clear,25,15,0.4,2
trial_20260508_171619_4c7035,top_cups_01,main,scene_001,cup_only,[],Pick up blue cup.,clear,first_question,,,,1778228180.577613,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,ed02bfca-b1b6-4054-a0f5-ccbf45bc0fca,finished,1,0,cand_001,3.33341383934021,1779201415.5205243,correct,,1778228183.9109843,,True,True,Pick up blue cup.,1,,1,0,3.33341383934021,17,,,Pick up blue cup.,scene_001::Pick up blue cup.,pick up blue cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,1
trial_20260508_171710_d0492c,top_cups_01,main,scene_001,cup_only,[],Pick up orange cup.,partial,first_question,,,,1778228231.7109122,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,90b766bd-c598-49f7-b462-4def09d18c08,finished,1,0,cand_001,3.801910638809204,1779201374.4477878,wrong,,1778228235.5127788,gd_missing_target_candidate,True,True,Pick up orange cup.,1,,0,0,3.801910638809204,19,,,Pick up orange cup.,scene_001::Pick up orange cup.,pick up orange cup,0,1,0,0,0,1,cup,scene_001|partial,20,13,0.35,3
trial_20260508_171731_71f6c9,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,first_question,,,,1778228279.3303187,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,d95fb368-ebd1-4078-a33a-0935c4c82e80,finished,6,5,cand_004,273.96855545043945,1778228553.298988,correct,,1778228553.2987967,,False,True,Pick up my cup.,6,,1,5,273.96855545043945,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
trial_20260508_172305_d24bf0,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,first_question,,,,1778228613.5785277,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,3ade10fd-aad6-423a-9d7b-39545c9000ee,finished,6,3,cand_002,166.75316452980042,1778228780.3317444,correct,,1778228780.3316267,,False,True,Pick up my cup.,6,,1,3,166.75316452980042,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
trial_20260508_172634_3bff3d,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,first_question,,,,1778228822.6896024,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,34c01e06-1aa1-4c5c-a975-3fcefa8b5e31,finished,6,5,cand_001,280.650817155838,1778229103.3404827,correct,,1778229103.340339,,False,True,Pick up my cup.,6,,1,5,280.650817155838,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
trial_20260508_173226_8f5a8c,top_cups_01,main,scene_001,cup_only,[],Pick up green cup.,clear,random_question,,,,1778229147.3157556,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,20e30744-f944-4f56-8603-30a0eb0613ee,finished,1,0,cand_001,5.393948554992676,1779201582.986312,correct,,1778229152.7096612,,True,True,Pick up green cup.,1,,1,0,5.393948554992676,18,,,Pick up green cup.,scene_001::Pick up green cup.,pick up green cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,5
trial_20260508_173239_8072a8,top_cups_01,main,scene_001,cup_only,[],Pick up green cup.,clear,random_question,,,,1778229160.673606,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,88c73004-07f6-451c-86ca-1759474449b0,finished,1,0,cand_001,3.9722044467926025,1778229164.6459935,correct,,1778229164.645715,,False,True,Pick up green cup.,1,,1,0,3.9722044467926025,18,,,Pick up green cup.,scene_001::Pick up green cup.,pick up green cup,0,1,0,0,0,1,cup,scene_001|clear,25,15,0.4,5
trial_20260508_173304_4f9f4a,top_cups_01,main,scene_001,cup_only,[],Pick up bottom cup.,clear,random_question,,,,1778229185.6595652,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,6cce475e-94a6-42c7-a432-0d0f423946c5,finished,1,0,cand_001,4.076188802719116,1779201637.1778512,wrong,,1778229189.735701,wrong_object_selected,True,True,Pick up bottom cup.,1,,0,0,4.076188802719116,19,,,Pick up bottom cup.,scene_001::Pick up bottom cup.,pick up bottom cup,0,0,1,0,0,1,cup,scene_001|clear,25,15,0.4,1
trial_20260508_173445_c8600b,top_cups_01,main,scene_001,cup_only,[],Pick up cup on the left half.,partial,random_question,,,,1778229287.2056143,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,336a63ce-8e96-4d6b-8371-dc3972328d1f,finished,1,0,cand_001,16.46334457397461,1778229303.669058,correct,,1778229303.6688986,,False,True,Pick up cup on the left half.,1,,1,0,16.46334457397461,29,,,Pick up cup on the left half.,scene_001::Pick up cup on the left half.,pick up cup on the left half,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_173522_38a553,top_cups_01,main,scene_001,cup_only,[],Pick up orange cup.,partial,random_question,,,,1778229324.028505,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,e6e6fc8b-159c-4e1a-bfcf-aa177801dd9f,finished,1,0,cand_001,4.01166844367981,1778229328.0403655,correct,,1778229328.040078,,False,True,Pick up orange cup.,1,,1,0,4.01166844367981,19,,,Pick up orange cup.,scene_001::Pick up orange cup.,pick up orange cup,0,1,0,0,0,1,cup,scene_001|partial,20,13,0.35,3
trial_20260508_173553_2447fc,top_cups_01,main,scene_001,cup_only,[],Pick up the cup on the right half.,partial,random_question,,,,1778229354.5342531,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,89a39c61-70e2-4fa1-9a9f-e6c4af7e3667,finished,1,0,cand_001,5.543647527694702,1778229360.0780895,correct,,1778229360.0778,,False,True,Pick up the cup on the right half.,1,,1,0,5.543647527694702,34,,,Pick up the cup on the right half.,scene_001::Pick up the cup on the right half.,pick up the cup on the right half,0,0,1,0,0,1,cup,scene_001|partial,20,13,0.35,1
trial_20260508_173633_f306eb,top_cups_01,main,scene_001,cup_only,[],Pick up my cup.,ambiguous,random_question,,,,1778229421.7424328,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_001/observation.jpg,b9122924-8fda-49d8-b45b-6bd24fed19ce,finished,6,3,cand_004,140.9373390674591,1778229562.679974,correct,,1778229562.6796267,,False,True,Pick up my cup.,6,,1,3,140.9373390674591,15,,,Pick up my cup.,scene_001::Pick up my cup.,pick up my cup,1,0,0,0,0,1,cup,scene_001|ambiguous,17,2,0.8823529411764706,15
