trial_id,scene_id,method,prompt_type,candidate_count,question_count,asked,ideal_half_min_q,split04_worst_q,mixed_vlm_expected_q,correct,outcome,prompt
trial_20260508_175630_7360b2,scene_001,vlm_best_question,ambiguous,6,6,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_180703_680135,scene_001,vlm_best_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_181024_50d34f,scene_001,vlm_best_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_181552_0ed400,scene_001,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260508_181607_4c9048,scene_001,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up yellow cup.
trial_20260508_181705_7860e3,scene_001,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up most left cup.
trial_20260508_181747_6e5ebf,scene_001,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up orange cup.
trial_20260508_181812_5471cc,scene_001,proposed_efe,partial,1,0,False,0,0,0.0,0,wrong,Pick up most center cup.
trial_20260508_182333_4aa7c7,scene_001,proposed_efe,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_182624_05ba10,scene_001,proposed_efe,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_184007_9e801d,scene_002,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the green cup.
trial_20260508_184031_69b192,scene_002,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the blue cup.
trial_20260508_184053_861c55,scene_002,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the metal cup.
trial_20260508_184144_a4b65b,scene_002,top_score,partial,1,0,False,0,0,0.0,0,wrong,Pick up the orange cup.
trial_20260508_184223_1a504c,scene_002,top_score,partial,1,0,False,0,0,0.0,0,wrong,Pick up the cup on the left half.
trial_20260508_184305_05b753,scene_002,top_score,partial,0,0,False,0,0,0.0,0,unresolved,Pick up the cup near the orange one.
trial_20260508_184355_c1791f,scene_002,top_score,ambiguous,6,0,False,3,3,3.152,0,unresolved,Pick up my cup.
trial_20260508_184407_dd3c46,scene_002,top_score,ambiguous,6,0,False,3,3,3.152,0,unresolved,Pick up my cup.
trial_20260508_184413_0f9011,scene_002,top_score,ambiguous,6,0,False,3,3,3.152,0,unresolved,Pick up my cup.
trial_20260508_184445_d39cf0,scene_002,random_candidate,ambiguous,6,0,False,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_184452_bc691e,scene_002,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260508_184501_f2f9b5,scene_002,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260508_184710_bb39e6,scene_002,random_candidate,partial,1,0,False,0,0,0.0,0,wrong,Pick up left cup.
trial_20260508_184749_924a29,scene_002,random_candidate,partial,0,0,False,0,0,0.0,0,wrong,Pick up the cup near the orange cup.
trial_20260508_184837_9fa5ee,scene_002,random_candidate,partial,6,0,False,3,3,3.152,0,unresolved,Pick up the mug.
trial_20260508_184925_46e3ae,scene_002,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the green mug.
trial_20260508_184953_bb19c0,scene_002,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the green mug.
trial_20260508_185005_85c636,scene_002,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the left most mug.
trial_20260508_185856_a28e9e,scene_002,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the right orange cup.
trial_20260508_190606_afedca,scene_002,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up the green cup.
trial_20260508_190634_ff8635,scene_002,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up the left orange cup.
trial_20260508_190807_5c5eef,scene_002,vlm_direct,partial,1,0,False,0,0,0.0,0,wrong,Pick up the orange cup.
trial_20260508_190827_0e0912,scene_002,vlm_direct,partial,6,0,False,3,3,3.152,0,wrong,Pick up the cup with lid.
trial_20260508_190926_3ee83e,scene_002,vlm_direct,partial,6,0,False,3,3,3.152,0,wrong,Pick up the cup on the left.
trial_20260508_191018_5aa70e,scene_002,vlm_direct,partial,1,0,False,0,0,0.0,0,wrong,Pick up top half cup.
trial_20260508_191146_80d4aa,scene_002,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260508_191316_09baac,scene_002,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260508_191459_14f27b,scene_002,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260508_191645_ecf5a0,scene_002,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up right orange cup.
trial_20260508_191750_38d292,scene_002,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260508_191821_3d4888,scene_002,first_question,partial,6,2,True,3,3,3.152,1,correct,Pick up center cup.
trial_20260508_192223_b502b5,scene_002,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up left cup.
trial_20260508_192302_c2c6f2,scene_002,first_question,partial,6,4,True,3,3,3.152,1,correct,Pick up plastic cup.
trial_20260508_194929_42aaf6,scene_002,first_question,ambiguous,6,5,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_211823_dec7ef,scene_002,first_question,ambiguous,6,1,True,3,3,3.152,1,correct,Pick up my cup
trial_20260508_212710_9c59d4,scene_002,first_question,ambiguous,6,5,True,3,3,3.152,1,correct,Pick up my cup
trial_20260508_213201_777af7,scene_002,random_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup
trial_20260508_214002_93100d,scene_002,random_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_214430_cf471e,scene_002,random_question,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_214623_93cb9d,scene_002,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260508_214645_15169e,scene_002,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up most left cup.
trial_20260508_214701_c0e51a,scene_002,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260508_214756_539ded,scene_002,random_question,partial,6,1,True,3,3,3.152,0,unresolved,Pick up center cup.
trial_20260508_215233_0aefda,scene_002,random_question,partial,1,0,False,0,0,0.0,1,correct,Pick up left cup.
trial_20260508_215321_0c22b1,scene_002,vlm_best_question,partial,6,2,True,3,3,3.152,1,correct,Pick up center cup.
trial_20260508_215651_aff17e,scene_002,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up center orange cup.
trial_20260508_215710_f9f36b,scene_002,vlm_best_question,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260508_215722_31122c,scene_002,vlm_best_question,clear,1,0,False,0,0,0.0,1,correct,Pick up blue cup.
trial_20260508_215733_2bbf39,scene_002,vlm_best_question,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260508_215809_9d7555,scene_002,vlm_best_question,ambiguous,6,5,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_220847_e5baad,scene_002,vlm_best_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_221646_f58089,scene_002,vlm_best_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_222017_8b84cf,scene_002,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260508_222058_debc44,scene_002,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up most metal cup.
trial_20260508_222117_b8a639,scene_002,proposed_efe,partial,1,0,False,0,0,0.0,0,wrong,Pick up most center cup.
trial_20260508_222202_08cdcb,scene_002,proposed_efe,partial,6,2,True,3,3,3.152,1,correct,Pick up center cup.
trial_20260508_222713_cbd8e6,scene_002,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_222918_5f2775,scene_002,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260508_223127_f7f7d7,scene_002,proposed_efe,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_170814_dc7d21,scene_003,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the green cup.
trial_20260510_170903_a99574,scene_003,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the orange cup.
trial_20260510_170921_4b72ac,scene_003,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the metal cup.
trial_20260510_171035_9ed257,scene_003,top_score,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_171233_489816,scene_003,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_171239_f46d33,scene_003,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_171320_586a1c,scene_003,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_171329_cb093a,scene_003,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_171338_050a67,scene_003,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_171356_10b254,scene_003,random_candidate,partial,1,0,False,0,0,0.0,1,correct,Pick up center cup.
trial_20260510_171410_715889,scene_003,random_candidate,partial,1,0,False,0,0,0.0,0,wrong,Pick up plastic cup.
trial_20260510_171514_b10ec3,scene_003,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260510_171529_d65ae4,scene_003,random_candidate,partial,1,0,False,0,0,0.0,1,correct,Pick up orange cup.
trial_20260510_171633_5a108e,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up most right cup.
trial_20260510_171646_9498c4,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260510_171743_d9f983,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260510_171801_7a1c20,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,0,wrong,Pick up the red cup.
trial_20260510_171827_ab99d6,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_171838_007ea2,scene_003,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up small red cup.
trial_20260510_171901_7d02fc,scene_003,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_172009_fe98f9,scene_003,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_172500_a36304,scene_003,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up small red cup.
trial_20260510_172514_1903b0,scene_003,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260510_173524_cf602a,scene_003,first_question,partial,6,2,True,3,3,3.152,1,correct,Pick up the left cup.
trial_20260510_173716_a697f9,scene_003,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up the red cup.
trial_20260510_173733_db0b66,scene_003,first_question,partial,1,0,False,0,0,0.0,0,unresolved,Pick up the plastic cup.
trial_20260510_173752_bf5d3d,scene_003,first_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_174213_d2ea8b,scene_003,first_question,ambiguous,6,1,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_174341_351b11,scene_003,first_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_175343_d59761,scene_003,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260510_175359_a0236c,scene_003,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up metal cup.
trial_20260510_175426_dbff78,scene_003,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up red cup.
trial_20260510_175502_e27a6a,scene_003,random_question,partial,6,3,True,3,3,3.152,1,correct,Pick up right cup.
trial_20260510_175829_99f5c6,scene_003,random_question,partial,1,0,False,0,0,0.0,1,correct,Pick up plastic cup.
trial_20260510_212755_1bdce6,scene_003,random_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_213410_87193b,scene_003,random_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_213703_20eb9f,scene_003,random_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_214219_21d718,scene_003,vlm_best_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_214541_4a15d5,scene_003,vlm_best_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_214849_7fee96,scene_003,vlm_best_question,ambiguous,6,1,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_215001_7cfec2,scene_003,vlm_best_question,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260510_215032_c493a6,scene_003,vlm_best_question,clear,1,0,False,0,0,0.0,1,correct,Pick up small red cup.
trial_20260510_215056_2defcc,scene_003,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up center cup.
trial_20260510_215325_293c97,scene_003,vlm_best_question,partial,6,0,False,3,3,3.152,1,correct,Pick up left cup.
trial_20260510_215633_e58bf7,scene_003,proposed_efe,partial,6,2,True,3,3,3.152,1,correct,Pick up the left cup.
trial_20260510_215935_221871,scene_003,proposed_efe,partial,6,3,True,3,3,3.152,1,correct,Pick up the right cup.
trial_20260510_220451_06a3f8,scene_003,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_220504_443823,scene_003,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up the orange cup.
trial_20260510_220523_071f89,scene_003,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up the metal cup.
trial_20260510_220552_542be3,scene_003,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up the small red cup.
trial_20260510_220908_d49e16,scene_003,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_221207_457986,scene_003,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_221507_1b54d5,scene_003,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_221925_fa25ea,scene_004,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the yellow cup.
trial_20260510_222103_f69ede,scene_004,top_score,clear,6,0,False,3,3,3.152,0,unresolved,Pick up the left most cup.
trial_20260510_222130_4c6af4,scene_004,top_score,clear,1,0,False,0,0,0.0,1,correct,Pick up the orange cup.
trial_20260510_222157_01bf51,scene_004,top_score,partial,1,0,False,0,0,0.0,0,wrong,Pick up the blue cup.
trial_20260510_222217_fc9cdb,scene_004,top_score,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_222248_66f5e8,scene_004,top_score,partial,6,0,False,3,3,3.152,0,unresolved,Pick up the left cup.
trial_20260510_222304_22d89d,scene_004,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_222313_8a950c,scene_004,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_222319_e220ec,scene_004,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_222446_becbe5,scene_004,random_candidate,ambiguous,6,0,False,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_222500_12dd57,scene_004,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_222511_4c3c41,scene_004,random_candidate,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_222530_f5468b,scene_004,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the green cup.
trial_20260510_222603_88a394,scene_004,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the red cup.
trial_20260510_222622_8a494a,scene_004,random_candidate,clear,6,0,False,3,3,3.152,1,correct,Pick up the left blue cup.
trial_20260510_224317_45f365,scene_004,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up the left blue cup.
trial_20260510_224343_e612df,scene_004,random_candidate,clear,1,0,False,0,0,0.0,1,correct,Pick up the left blue cup.
trial_20260510_224402_e83830,scene_004,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up the left blue cup.
trial_20260510_224417_123b87,scene_004,vlm_direct,clear,1,0,False,0,0,0.0,1,correct,Pick up the green cup.
trial_20260510_224502_981808,scene_004,vlm_direct,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_224519_54a615,scene_004,vlm_direct,partial,1,0,False,0,0,0.0,0,unresolved,Pick up the blue cup.
trial_20260510_224535_2637c7,scene_004,vlm_direct,partial,1,0,False,0,0,0.0,0,unresolved,Pick up the right cup.
trial_20260510_224558_b1c462,scene_004,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_224656_a9cb35,scene_004,vlm_direct,ambiguous,6,0,False,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_224807_2e20e8,scene_004,vlm_direct,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
trial_20260510_224919_cede4b,scene_004,first_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_225415_697dfa,scene_004,first_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_225739_909f63,scene_004,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260510_225753_3a505a,scene_004,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up left blue cup.
trial_20260510_225813_90f2e9,scene_004,first_question,clear,1,0,False,0,0,0.0,1,correct,Pick up left most cup.
trial_20260510_225931_df6352,scene_004,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up right most cup.
trial_20260510_225945_e26ee3,scene_004,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up right most blue cup.
trial_20260510_230029_8df7ec,scene_004,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up second right cup.
trial_20260510_230123_27c655,scene_004,first_question,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_230134_8b5085,scene_004,random_question,partial,1,0,False,0,0,0.0,1,correct,Pick up the center cup.
trial_20260510_230214_c65675,scene_004,random_question,partial,1,0,False,0,0,0.0,1,correct,Pick up the right cup.
trial_20260510_230223_4dc701,scene_004,random_question,partial,1,0,False,0,0,0.0,1,correct,Pick up the most right cup.
trial_20260510_230259_9c9f47,scene_004,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up the left blue cup.
trial_20260510_230308_19fd3c,scene_004,random_question,clear,1,0,False,0,0,0.0,1,correct,Pick up the red cup.
trial_20260510_230345_b3cd71,scene_004,random_question,ambiguous,6,1,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_230453_acad31,scene_004,random_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_230730_a0fcd3,scene_004,random_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_231259_a616ed,scene_004,vlm_best_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_231720_31765f,scene_004,vlm_best_question,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_232841_2589f3,scene_004,vlm_best_question,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_233154_489886,scene_004,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up green cup.
trial_20260510_233206_712e0c,scene_004,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up left blue cup.
trial_20260510_233216_c1edd3,scene_004,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up left most cup.
trial_20260510_233348_108089,scene_004,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up right most cup.
trial_20260510_233459_f2ddea,scene_004,vlm_best_question,partial,1,0,False,0,0,0.0,1,correct,Pick up left cup.
trial_20260510_233519_9db79d,scene_004,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up left cup.
trial_20260510_233535_534816,scene_004,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up most right cup.
trial_20260510_233555_6f4d3a,scene_004,proposed_efe,partial,1,0,False,0,0,0.0,1,correct,Pick up right cup.
trial_20260510_233608_507a2f,scene_004,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up yellow cup.
trial_20260510_233629_3777bd,scene_004,proposed_efe,clear,1,0,False,0,0,0.0,1,correct,Pick up left most cup.
trial_20260510_233703_dd9ac4,scene_004,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_234007_b0149d,scene_004,proposed_efe,ambiguous,6,2,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_234221_085174,scene_004,proposed_efe,ambiguous,6,4,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_235105_b4a3b1,scene_005,proposed_efe,ambiguous,6,3,True,3,3,3.152,1,correct,Pick up my cup.
trial_20260510_235404_6c3b8b,scene_005,top_score,ambiguous,6,0,False,3,3,3.152,0,wrong,Pick up my cup.
